pipeline_id,run_id,timestamp,ci_tool,repository,branch,commit_hash,author,language,os,cloud_provider,build_duration_sec,test_duration_sec,deploy_duration_sec,failure_stage,failure_type,error_code,error_message,severity,cpu_usage_pct,memory_usage_mb,retry_count,is_flaky_test,rollback_triggered,incident_created,error_anchor,injected_secret
pipe_6413,run_28253,2025-11-05T03:25:16.927259,GitHub Actions,repo_42,develop,d098406f1c55e149b46c7e8942c1b153906fd86e,user_613,Python,ubuntu-latest,On-Prem,3219,1043,1624,build,Configuration Error,ERR_CFG_MISSING_KEY,"##[group]Run pip install -r requirements.txt
Error response from daemon: invalid reference format
Exited with code exit status 125",CRITICAL,90.63,16111,2,False,False,True,invalid reference format,
pipe_3152,run_28254,2025-09-15T04:02:16.927259,CircleCI,repo_277,develop,cd1bddb6d12de2cd6c14a81f8879692753f77f95,user_622,Java,macos-latest,Azure,2950,1867,116,test,Dependency Error,ERR_DEP_AUTH,"##[group]Run mvn -B test
[ERROR] Failed to execute goal on project search: Could not resolve dependencies
[ERROR] Could not find artifact guava:jar:1.14.8 in central (https://repo.maven.apache.org/maven2)",LOW,16.19,13780,0,False,False,False,guava:jar:1.14.8,
pipe_5192,run_28255,2026-02-05T08:12:16.927259,Azure DevOps,repo_167,develop,8f688fb50df9ccdc4f09f841e24c5fa47b5e9d3b,user_766,C++,windows-latest,Azure,679,339,1405,test,Test Failure,ERR_TEST_ERROR,"##[group]Run ctest --output-on-failure
[  FAILED  ] BillingTest.test_user_login (238 ms)
tests/billing_test.cpp:140: Failure
Expected equality of these values:
  4200
  3990",MEDIUM,46.26,31260,2,False,False,False,billing_test.cpp:140,
pipe_5201,run_28256,2026-01-07T21:26:16.927259,GitHub Actions,repo_262,release,4820395d5d165b21a36de3af576318d73048bd70,user_495,NodeJS,ubuntu-latest,AWS,1450,1745,338,build,Network Error,ERR_NET_TLS,"##[group]Run npm ci && npm run build
Error: connect ECONNREFUSED artifactory.internal.corp:5432
    at TCPConnectWrap.afterConnect [as oncomplete]",HIGH,38.15,12136,4,False,False,True,ECONNREFUSED artifactory.internal.corp:5432,
pipe_7298,run_28257,2026-01-22T20:37:16.927259,GitHub Actions,repo_241,feature-x,cd6f2ce25361ccd015e7f4ee1e6b0af288d70ddb,user_676,Go,ubuntu-latest,Azure,395,1665,1301,test,Security Scan Failure,ERR_SEC_CVE,"##[group]Run go test ./... -race
trivy image checkout-api:latest (debian 12)
CRITICAL: CVE-2024-21538 in libssl3 3.0.11 - fixed in 3.0.14
exit code 1 due to --exit-code on CRITICAL",CRITICAL,92.87,4705,3,False,False,False,CVE-2024-21538,
pipe_4758,run_28258,2025-08-18T23:01:16.927259,GitHub Actions,repo_393,develop,07a0889445e8c90b2dd75fa0d00df85f129510fe,user_826,NodeJS,macos-latest,AWS,2780,1669,1170,build,Build Failure,ERR_BUILD_LINK,"##[group]Run npx tsc --noEmit
src/billing/service.ts(76,7): error TS2345: Argument of type 'string' is not assignable to parameter of type 'number'.
Found 1 error. Build failed.",MEDIUM,74.53,6771,4,False,False,False,"service.ts(76,7): error TS2345",
pipe_7138,run_28259,2025-12-19T13:42:16.927259,GitHub Actions,repo_327,release,df4350bc28e9aae28504c63a45fb413a744b93c9,user_957,Rust,ubuntu-latest,Azure,2445,1751,1233,test,Security Scan Failure,ERR_SEC_LICENSE,"##[group]Run cargo test --all
license-checker: policy violation
tokio@5.18.2 is licensed GPL-3.0, which is not in the allowed list
Blocking merge to release",HIGH,68.71,14658,5,False,False,False,tokio@5.18.2 is licensed GPL-3.0,
pipe_8906,run_28260,2025-08-26T22:53:16.927259,Azure DevOps,repo_166,feature-x,7d0ccec6db2a87af98d13d91cce19b5fa36b1c3e,user_927,C++,ubuntu-latest,On-Prem,1044,201,1659,deploy,Deployment Failure,ERR_DEPLOY_HEALTHCHECK,"##[group]Run cmake --build build -j4
error: deployment ""billing-worker"" exceeded its progress deadline
Waiting for rollout to finish: 1 of 6 updated replicas are available...",LOW,30.71,9199,5,False,True,False,"deployment ""billing-worker"" exceeded its progress deadline",
pipe_4280,run_28261,2025-12-10T05:48:16.927259,CircleCI,repo_264,main,bce04c1c1054b4a96b8acb285e395f5234270c81,user_320,Rust,windows-latest,GCP,1739,1485,306,deploy,Network Error,ERR_NET_TLS,"##[group]Run cargo build --release
requests.exceptions.SSLError: HTTPSConnectionPool(host='api-gateway.prod.internal', port=443): certificate verify failed: unable to get local issuer certificate",HIGH,64.95,13095,5,False,False,False,host='api-gateway.prod.internal',
pipe_3916,run_28262,2025-11-22T23:14:16.927259,GitHub Actions,repo_35,main,75291ea13a4a2c3a793d0e6ba98312d56a8a5344,user_661,NodeJS,ubuntu-latest,GCP,2226,900,522,deploy,Timeout,ERR_TIMEOUT_DEADLINE,"##[group]Run npm ci && npm run build
ERROR: The operation was canceled.
##[error]The job running on runner ubuntu-latest exceeded the maximum execution time of 120 minutes.",LOW,72.98,18378,3,False,True,False,exceeded the maximum execution time,
pipe_2790,run_28263,2025-09-12T11:50:16.927259,GitLab CI,repo_19,main,135787dece9ddc69bb494ad9e08033e8d85a142c,user_549,Rust,windows-latest,On-Prem,2602,359,1246,build,Build Failure,ERR_BUILD_SYNTAX,"##[group]Run cargo build --release
error[E0308]: mismatched types
  --> src/payments.rs:172:23
   |     expected `u64`, found `String`
error: could not compile `payments` due to 1 previous error",MEDIUM,49.72,5007,3,False,False,False,src/payments.rs:172:23,
pipe_7764,run_28264,2025-12-23T22:25:16.927259,CircleCI,repo_135,release,be026985feb52d3a855597fae24f1def4fb19c60,user_180,Go,macos-latest,On-Prem,1894,879,25,build,Build Failure,ERR_BUILD_COMPILE,"##[group]Run go build ./...
./billing/main.go:50:6: undefined: ComputeTotal
./billing/main.go:53:2: imported and not used: ""fmt""
exit status 2",MEDIUM,46.09,7222,1,False,False,False,main.go:50:6: undefined: ComputeTotal,
pipe_7638,run_28265,2025-09-13T04:19:16.927259,GitLab CI,repo_181,develop,3e7bb045f54df6d9c3a1e19111f804ee8e5adfc9,user_939,Go,ubuntu-latest,AWS,3531,1277,1558,test,Network Error,ERR_NET_REFUSED,"##[group]Run go test ./... -race
Error: connect ECONNREFUSED cache-redis.prod.internal:443
    at TCPConnectWrap.afterConnect [as oncomplete]",CRITICAL,14.91,2697,5,False,False,True,ECONNREFUSED cache-redis.prod.internal:443,
pipe_1944,run_28266,2025-10-31T08:48:16.927259,GitHub Actions,repo_131,feature-x,e8808f17ca8b9be83b649cf3f9e697caadecd866,user_348,C++,ubuntu-latest,On-Prem,1242,384,1452,deploy,Deployment Failure,ERR_DEPLOY_QUOTA,"##[group]Run cmake --build build -j4
Error: UPGRADE FAILED: cannot patch ""checkout-api"" with kind Deployment: Operation cannot be fulfilled on deployments.apps ""checkout-api""",HIGH,14.59,8261,3,False,True,False,"UPGRADE FAILED: cannot patch ""checkout-api""",
pipe_8174,run_28267,2025-12-03T18:32:16.927259,CircleCI,repo_345,main,f1770d81c4c39e3a32ed333aac108637b30d8dd1,user_796,Python,windows-latest,Azure,2835,1573,867,test,Permission Error,ERR_PERM_TOKEN_SCOPE,"##[group]Run pytest -q --maxfail=1
Error: EPERM: operation not permitted, mkdir 'C:\Users\buildbot\AppData\Local\Temp\build/dist'
The runner user lacks write access to that directory.",HIGH,66.51,23605,4,False,False,False,EPERM: operation not permitted,
pipe_5740,run_28268,2025-10-17T14:47:16.927259,GitHub Actions,repo_447,release,c70def087bed1f43983390625fe308019f87963f,user_458,Java,windows-latest,GCP,3049,1644,1769,build,Build Failure,ERR_BUILD_COMPILE,"##[group]Run mvn -B compile
[ERROR] src/main/java/search/Charge.java:[227,32] incompatible types: String cannot be converted to int
[ERROR] BUILD FAILURE",CRITICAL,71.05,32503,0,False,False,True,"Charge.java:[227,32]",
pipe_2773,run_28269,2025-09-26T16:36:16.927259,GitHub Actions,repo_290,main,c0a8700c772b0d83cf604d5d9360116a8f50ac25,user_694,Java,macos-latest,Azure,404,80,1753,deploy,Timeout,ERR_TIMEOUT_DEADLINE,"##[group]Run mvn -B package -DskipTests
context deadline exceeded (Client.Timeout exceeded while awaiting headers)
GET https://api-gateway.prod.internal/v2/status: dial tcp: i/o timeout",MEDIUM,30.72,6080,4,False,False,False,context deadline exceeded,
pipe_2711,run_28270,2025-10-15T10:55:16.927259,CircleCI,repo_272,main,d477fb3927b91758bbccc7619c99dfc20e1bed8c,user_41,Rust,ubuntu-latest,AWS,3064,1515,1023,deploy,Network Error,ERR_NET_DNS,"##[group]Run cargo build --release
Error: connect ECONNREFUSED auth.service.internal:443
    at TCPConnectWrap.afterConnect [as oncomplete]",CRITICAL,59.02,7493,4,False,False,True,ECONNREFUSED auth.service.internal:443,
pipe_7515,run_28271,2025-08-21T14:09:16.927259,Jenkins,repo_49,release,3b8637448c77712f8fcafd227de5e378810eee0d,user_301,Rust,macos-latest,Azure,2283,16,1106,test,Timeout,ERR_TIMEOUT_DEADLINE,"##[group]Run cargo test --all
ERROR: The operation was canceled.
##[error]The job running on runner macos-latest exceeded the maximum execution time of 120 minutes.",MEDIUM,69.95,28259,3,False,False,False,exceeded the maximum execution time,
pipe_1387,run_28272,2025-08-26T09:38:16.927259,CircleCI,repo_457,feature-x,8986fd5f54d6b03efbffecced901d26f210b2567,user_882,Go,macos-latest,Azure,125,215,384,test,Test Failure,ERR_TEST_ASSERT,"##[group]Run go test ./... -race
--- FAIL: TestCartHandler (2.53s)
    handler_test.go:139: expected status 200, got 503
FAIL	github.com/org/cart	exit status 1",LOW,11.83,20190,1,False,False,False,handler_test.go:139,
pipe_9297,run_28273,2025-09-06T06:08:16.927259,GitHub Actions,repo_255,feature-x,8cc5803072bca8aa9ee7b38c9f5d5ae1b596f18e,user_954,Go,ubuntu-latest,Azure,2953,185,428,build,Build Failure,ERR_BUILD_LINK,"##[group]Run go build ./...
./search/main.go:204:6: undefined: ComputeTotal
./search/main.go:204:2: imported and not used: ""fmt""
exit status 2",LOW,90.38,2509,5,False,False,False,main.go:204:6: undefined: ComputeTotal,
pipe_2437,run_28274,2026-01-23T22:40:16.927259,GitHub Actions,repo_96,develop,6413e9e8bfa103178f665f5d4627acad24af473f,user_961,Python,macos-latest,Azure,859,2172,701,test,Resource Exhaustion,ERR_RES_DISK,"##[group]Run pytest -q --maxfail=1
No space left on device
failed to write /home/azurepipelines/work/billing/target: disk usage 97% of 100GB",CRITICAL,97.95,31272,2,False,False,False,No space left on device,
pipe_4715,run_28275,2025-12-22T17:40:16.927259,Azure DevOps,repo_249,develop,5304d8ccea8d8dc0d080d903bb1e2d44be74d0e3,user_144,Java,ubuntu-latest,GCP,1271,1571,1429,build,Permission Error,ERR_PERM_TOKEN_SCOPE,"##[group]Run mvn -B package -DskipTests
EACCES: permission denied, open '/home/gh-actions/.npm/_cacache/index-v5/log4j-core'
npm ERR! Your cache folder contains root-owned files",MEDIUM,16.85,27784,5,False,False,False,.npm/_cacache,
pipe_9642,run_28276,2025-10-18T18:44:16.927259,GitHub Actions,repo_281,develop,dc3849c418b26906f1da5492f27c44332aaa0576,user_435,C++,macos-latest,Azure,1107,1213,907,build,Configuration Error,ERR_CFG_ENV_UNSET,"##[group]Run cmake --build build -j4
Traceback (most recent call last):
  File ""/home/ci-runner/work/search/settings.py"", line 101, in <module>
    region = os.environ['NODE_ENV']
KeyError: 'NODE_ENV'",MEDIUM,67.61,11872,0,False,False,False,KeyError: 'NODE_ENV',
pipe_9443,run_28277,2025-08-23T17:14:16.927259,Azure DevOps,repo_277,feature-x,9a9973dee4296c0d47185535964a459529dc818c,user_928,Python,ubuntu-latest,On-Prem,3439,1273,486,deploy,Network Error,ERR_NET_TLS,"##[group]Run pip install -r requirements.txt
Error: connect ECONNREFUSED 127.0.0.1:5432
Hint: verify the target host. DATABASE_URL=postgres://svc_billing:9fJk2LmQ8xZa4Rb7@db-primary.prod.internal:5432/billing",MEDIUM,80.03,30636,4,False,True,False,ECONNREFUSED 127.0.0.1:5432,postgres://svc_billing:9fJk2LmQ8xZa4Rb7@db-primary.prod.internal:5432/billing
pipe_8612,run_28278,2025-09-07T09:09:16.927259,Azure DevOps,repo_291,release,e3372019fe0c38208bcd1b4a882396cfddca2d29,user_905,Go,macos-latest,Azure,2455,1034,1141,test,Configuration Error,ERR_CFG_MISSING_KEY,"##[group]Run go test ./... -race
Traceback (most recent call last):
  File ""/home/ci-runner/work/auth/settings.py"", line 190, in <module>
    region = os.environ['LOG_LEVEL']
KeyError: 'LOG_LEVEL'",CRITICAL,82.29,13280,4,False,False,False,KeyError: 'LOG_LEVEL',
pipe_9900,run_28279,2025-12-11T18:45:16.927259,Jenkins,repo_91,develop,a24c9face201ba11ccea933e1a0052196f1452e2,user_473,Python,windows-latest,Azure,1334,599,124,build,Build Failure,ERR_BUILD_COMPILE,"##[group]Run mypy src/ --strict
src/payments/handler.py:177:12: error: Argument 1 to ""charge"" has incompatible type ""str""; expected ""int""  [arg-type]
Found 1 error in 1 file",LOW,62.5,27857,5,False,False,False,src/payments/handler.py:177:12,
pipe_9917,run_28280,2025-10-15T12:56:16.927259,Azure DevOps,repo_453,feature-x,93fa99baaedc71d3deffb2ce269d96e68fe0014a,user_725,Rust,ubuntu-latest,Azure,1210,1654,58,test,Security Scan Failure,ERR_SEC_SECRET_FOUND,"##[group]Run cargo test --all
gitleaks: leak found in commit 93fa99baaedc
Rule: generic-api-key   File: config/payments.env
Match: GOOGLE_API_KEY=AIzaSyD3aBcDeFgHiJkLmNoPqRsTuVwXyZ12345
Pipeline blocked: rotate the credential.",LOW,18.81,15606,0,False,False,False,Rule: generic-api-key,AIzaSyD3aBcDeFgHiJkLmNoPqRsTuVwXyZ12345
pipe_5459,run_28281,2026-01-08T14:55:16.927259,CircleCI,repo_497,develop,f90e225d0a412422c1eef0732e20b0e46f665931,user_311,Python,macos-latest,GCP,1640,706,1263,test,Test Failure,ERR_TEST_ERROR,"##[group]Run pytest -q --maxfail=1
FAILED tests/test_cart.py::test_user_login - AssertionError: assert 404 == 200
E       assert response.status_code == 200
E        +  where 404 = <Response [404]>.status_code
1 failed, 195 passed in 60s",MEDIUM,85.07,16749,1,True,False,False,tests/test_cart.py::test_user_login,
pipe_3284,run_28282,2025-12-09T09:50:16.927259,CircleCI,repo_245,release,4485b1417d9b2076f2f014a26540a44658249741,user_753,Python,windows-latest,GCP,3189,298,961,deploy,Timeout,ERR_TIMEOUT_LOCK,"##[group]Run pip install -r requirements.txt
ERROR: The operation was canceled.
##[error]The job running on runner windows-latest exceeded the maximum execution time of 30 minutes.",MEDIUM,29.21,4993,2,False,True,False,exceeded the maximum execution time,
pipe_9306,run_28283,2025-09-10T21:16:16.927259,GitHub Actions,repo_258,develop,b1bbf272e8b4f6ad2f798cb98dd5c1cde3c75d87,user_342,NodeJS,macos-latest,On-Prem,2568,2162,26,build,Security Scan Failure,ERR_SEC_LICENSE,"##[group]Run npm ci && npm run build
trivy image user-service:latest (debian 12)
CRITICAL: CVE-2024-37890 in libssl3 3.0.11 - fixed in 3.0.14
exit code 1 due to --exit-code on CRITICAL",CRITICAL,41.86,16007,3,False,False,False,CVE-2024-37890,
pipe_6311,run_28284,2025-12-18T14:48:16.927259,CircleCI,repo_104,develop,253792e9f65dc8a717a9e784fd9ba7dd53ba6174,user_829,Java,macos-latest,GCP,124,1885,1751,build,Dependency Error,ERR_DEP_AUTH,"##[group]Run mvn -B package -DskipTests
[ERROR] Failed to execute goal on project cart: Could not resolve dependencies
[ERROR] Could not find artifact log4j-core:jar:1.0.9 in central (https://repo.maven.apache.org/maven2)",CRITICAL,89.74,25587,4,False,False,True,log4j-core:jar:1.0.9,
pipe_1853,run_28285,2025-09-21T14:42:16.927259,Azure DevOps,repo_220,develop,fae75680c693651ae7e9048dbe15fd99ef9b6d7c,user_891,Rust,macos-latest,GCP,210,195,1501,deploy,Timeout,ERR_TIMEOUT_DEADLINE,"##[group]Run cargo build --release
curl: (28) Operation timed out after 60000 milliseconds with 0 bytes received
fatal: unable to access 'https://crates.io/tokio': timed out",LOW,74.51,5107,2,False,True,False,Operation timed out,
pipe_8569,run_28286,2025-08-18T08:37:16.927259,GitHub Actions,repo_232,develop,cba7f5709035d454a670bd43b27ad84197f4e0f0,user_625,Rust,ubuntu-latest,GCP,40,1227,597,deploy,Deployment Failure,ERR_DEPLOY_QUOTA,"##[group]Run cargo build --release
Readiness probe failed: HTTP probe failed with statuscode: 503
pod user-service-94679 restarting, back-off pulling image",HIGH,61.31,24697,2,False,True,True,Readiness probe failed,
pipe_6781,run_28287,2025-11-20T13:53:16.927259,Jenkins,repo_442,release,fe0eda0fbcd2d6e09db6dbb9e1d7d735c986ced8,user_764,NodeJS,macos-latest,On-Prem,3384,2132,1758,build,Build Failure,ERR_BUILD_LINK,"##[group]Run npx tsc --noEmit
src/billing/service.ts(38,7): error TS2345: Argument of type 'string' is not assignable to parameter of type 'number'.
Found 1 error. Build failed.",CRITICAL,16.6,24420,0,False,False,False,"service.ts(38,7): error TS2345",
pipe_4329,run_28288,2025-12-07T03:44:16.927259,GitLab CI,repo_120,develop,ef1667066416f148877e79a23ee5ee08eac0d234,user_395,Rust,windows-latest,On-Prem,1691,80,1176,test,Test Failure,ERR_TEST_ASSERT,"##[group]Run cargo test --all
---- cart::tests::test_refund_flow stdout ----
thread 'cart::tests::test_refund_flow' panicked at src/cart.rs:192:9:
assertion `left == right` failed
  left: 4200
 right: 3990",CRITICAL,58.37,18671,3,True,False,True,src/cart.rs:192:9,
pipe_3149,run_28289,2026-01-22T11:35:16.927259,Azure DevOps,repo_106,develop,6db4d5c4f7d4ac488101575f43393c5b087832aa,user_157,Rust,macos-latest,Azure,1468,1636,1412,test,Resource Exhaustion,ERR_RES_DISK,"##[group]Run cargo test --all
No space left on device
failed to write /home/ci-runner/work/search/target: disk usage 97% of 50GB",HIGH,99.67,31896,4,False,False,False,No space left on device,
pipe_4969,run_28290,2026-02-09T23:04:16.927259,CircleCI,repo_416,feature-x,25468cfb8640d56389fba6f60fd7d6ef8ecb04c9,user_212,Rust,ubuntu-latest,GCP,3065,625,290,deploy,Timeout,ERR_TIMEOUT_STEP,"##[group]Run cargo build --release
ERROR: The operation was canceled.
##[error]The job running on runner ubuntu-latest exceeded the maximum execution time of 120 minutes.",CRITICAL,75.91,3256,3,False,True,False,exceeded the maximum execution time,
pipe_9638,run_28291,2025-10-19T10:10:16.927259,GitHub Actions,repo_487,feature-x,aaa276cbfe6b956efadbd27517fc2c3a211ef803,user_827,Java,ubuntu-latest,On-Prem,2750,2126,112,deploy,Configuration Error,ERR_CFG_PARSE,"##[group]Run mvn -B package -DskipTests
Traceback (most recent call last):
  File ""/home/ci-runner/work/billing/settings.py"", line 193, in <module>
    region = os.environ['LOG_LEVEL']
KeyError: 'LOG_LEVEL'",HIGH,10.39,4301,2,False,False,False,KeyError: 'LOG_LEVEL',
pipe_7130,run_28292,2025-08-28T10:16:16.927259,Jenkins,repo_278,develop,1ba72068b8722ebbe6cfe8107172d32c47d412d8,user_428,Java,ubuntu-latest,Azure,399,1471,11,deploy,Deployment Failure,ERR_DEPLOY_HEALTHCHECK,"##[group]Run mvn -B package -DskipTests
error: deployment ""checkout-api"" exceeded its progress deadline
Waiting for rollout to finish: 3 of 6 updated replicas are available...",MEDIUM,20.6,13707,3,False,True,False,"deployment ""checkout-api"" exceeded its progress deadline",
pipe_3433,run_28293,2025-08-24T03:32:16.927259,GitLab CI,repo_328,develop,fd09f9036d915fd6d85201ff2f7b5d328090a538,user_892,C++,macos-latest,GCP,606,1856,350,build,Configuration Error,ERR_CFG_ENV_UNSET,"##[group]Run cmake --build build -j4
Traceback (most recent call last):
  File ""/home/azurepipelines/work/auth/settings.py"", line 82, in <module>
    region = os.environ['BUILD_ENV']
KeyError: 'BUILD_ENV'",MEDIUM,72.5,29168,4,False,False,False,KeyError: 'BUILD_ENV',
pipe_3173,run_28294,2026-02-02T06:00:16.927259,Azure DevOps,repo_16,release,65c54fd41a146163dc8f9c49dbc1ed58158aca72,user_895,C++,windows-latest,On-Prem,3021,192,984,test,Security Scan Failure,ERR_SEC_LICENSE,"##[group]Run ctest --output-on-failure
gitleaks: leak found in commit 65c54fd41a14
Rule: generic-api-key   File: config/payments.env
Match: NPM_TOKEN=npm_7Kj3Mn9Pq2Rs5Tv8Wx1Yz4Ab6Cd0Ef
Pipeline blocked: rotate the credential.",MEDIUM,14.6,3849,1,False,False,False,Rule: generic-api-key,npm_7Kj3Mn9Pq2Rs5Tv8Wx1Yz4Ab6Cd0Ef
pipe_4583,run_28295,2025-09-15T18:13:16.927259,CircleCI,repo_110,main,6194093ee011247b0c9e6272c446ef717d850136,user_594,Java,windows-latest,AWS,1285,2242,1444,deploy,Deployment Failure,ERR_DEPLOY_QUOTA,"##[group]Run mvn -B package -DskipTests
error: deployment ""search-indexer"" exceeded its progress deadline
Waiting for rollout to finish: 3 of 4 updated replicas are available...",CRITICAL,20.81,21997,4,False,False,True,"deployment ""search-indexer"" exceeded its progress deadline",
pipe_9270,run_28296,2026-02-03T07:53:16.927259,GitHub Actions,repo_299,develop,c101f4f5dd69c965b47244948fef5ea15ba1e191,user_423,NodeJS,macos-latest,Azure,2689,1174,1278,build,Security Scan Failure,ERR_SEC_LICENSE,"##[group]Run npm ci && npm run build
trivy image billing-worker:latest (debian 12)
CRITICAL: CVE-2022-25883 in libssl3 3.0.11 - fixed in 3.0.14
exit code 1 due to --exit-code on CRITICAL",CRITICAL,25.69,25009,5,False,False,False,CVE-2022-25883,
pipe_1519,run_28297,2025-11-21T12:11:16.927259,CircleCI,repo_180,main,d4a8857be413ad33a1bb48ffa95c1b0c253ba0bd,user_960,Rust,windows-latest,GCP,3443,1316,74,build,Dependency Error,ERR_DEP_CONFLICT,"##[group]Run cargo build --release
[ERROR] Could not transfer artifact reqwest:3.0.7 from https://cache-redis.prod.internal/repo
[ERROR] Authentication failed for CARGO_REGISTRY_TOKEN=cio1Ab2Cd3Ef4Gh5Ij6Kl7Mn8Op",HIGH,15.04,31925,4,False,False,False,cache-redis.prod.internal/repo,cio1Ab2Cd3Ef4Gh5Ij6Kl7Mn8Op
pipe_2072,run_28298,2025-11-27T21:52:16.927259,Azure DevOps,repo_132,release,342d95aed16442169f1dcecd73af5da68c928143,user_421,C++,macos-latest,AWS,3073,1396,635,deploy,Configuration Error,ERR_CFG_MISSING_KEY,"##[group]Run cmake --build build -j4
Error: required variable NPM_TOKEN was not set for this job.
Inherited value was NPM_TOKEN=npm_7Kj3Mn9Pq2Rs5Tv8Wx1Yz4Ab6Cd0Ef but the job scope could not read it.",LOW,45.15,17007,5,False,True,False,NPM_TOKEN was not set,npm_7Kj3Mn9Pq2Rs5Tv8Wx1Yz4Ab6Cd0Ef
pipe_1050,run_28299,2025-11-29T22:12:16.927259,GitLab CI,repo_327,release,a145c1d1075dcfb13f3cbaae3c4d57f11513e674,user_812,C++,ubuntu-latest,AWS,1196,16,834,build,Dependency Error,ERR_DEP_NOT_FOUND,"##[group]Run cmake --build build -j4
ERROR: Package 'spdlog/6.24.3' not resolved: Unable to find 'spdlog/6.24.3' in remotes
conan install failed",LOW,81.52,26280,4,False,False,False,'spdlog/6.24.3',
pipe_3284,run_28300,2025-11-13T04:58:16.927259,CircleCI,repo_341,develop,a7ba44bff205b05771ef26d6525403df351e9b81,user_143,Java,windows-latest,AWS,1042,1983,1599,test,Dependency Error,ERR_DEP_NOT_FOUND,"##[group]Run mvn -B test
[ERROR] Failed to execute goal on project cart: Could not resolve dependencies
[ERROR] Could not find artifact jackson-databind:jar:3.3.5 in central (https://repo.maven.apache.org/maven2)",LOW,68.4,28953,2,False,False,False,jackson-databind:jar:3.3.5,
pipe_8484,run_28301,2025-09-13T16:27:16.927259,CircleCI,repo_416,release,38ca3d1374cb801cddb57d716989f43a324bf020,user_794,NodeJS,macos-latest,AWS,2260,1904,1228,build,Resource Exhaustion,ERR_RES_CPU,"##[group]Run npm ci && npm run build
FATAL ERROR: Reached heap limit Allocation failed - JavaScript heap out of memory
<--- Last few GCs --->
[1242:0x1] 5272 ms: Mark-sweep 1699MB",CRITICAL,96.07,30180,3,False,False,True,JavaScript heap out of memory,
pipe_4827,run_28302,2025-10-04T10:41:16.927259,Jenkins,repo_28,develop,def4718f2cda094c0aa4afe242c1be2e3b59d02f,user_291,Go,windows-latest,GCP,2430,992,1163,test,Security Scan Failure,ERR_SEC_LICENSE,"##[group]Run go test ./... -race
gitleaks: leak found in commit def4718f2cda
Rule: generic-api-key   File: config/auth.env
Match: NPM_TOKEN=npm_7Kj3Mn9Pq2Rs5Tv8Wx1Yz4Ab6Cd0Ef
Pipeline blocked: rotate the credential.",HIGH,70.31,17790,1,False,False,True,Rule: generic-api-key,npm_7Kj3Mn9Pq2Rs5Tv8Wx1Yz4Ab6Cd0Ef
pipe_8308,run_28303,2025-10-15T10:15:16.927259,Jenkins,repo_321,release,525a7ff21aa714802ed81f73deeff32dd2532198,user_12,Rust,macos-latest,Azure,3130,602,633,test,Permission Error,ERR_PERM_TOKEN_SCOPE,"##[group]Run cargo test --all
Error: resource is not accessible by integration.
Token scope missing 'packages:write' for NPM_TOKEN=npm_7Kj3Mn9Pq2Rs5Tv8Wx1Yz4Ab6Cd0Ef",MEDIUM,63.36,24565,4,False,False,False,Token scope missing 'packages:write',npm_7Kj3Mn9Pq2Rs5Tv8Wx1Yz4Ab6Cd0Ef
pipe_5621,run_28304,2025-12-07T05:06:16.927259,Jenkins,repo_317,develop,a9ab04282f75be464b032a1877f591796e257a04,user_412,NodeJS,windows-latest,Azure,865,2069,896,build,Build Failure,ERR_BUILD_LINK,"##[group]Run npx tsc --noEmit
src/search/service.ts(38,7): error TS2345: Argument of type 'string' is not assignable to parameter of type 'number'.
Found 1 error. Build failed.",HIGH,69.03,4538,0,False,False,True,"service.ts(38,7): error TS2345",
pipe_6832,run_28305,2025-11-13T02:20:16.927259,Jenkins,repo_43,develop,eaa6570022fa41d4c4ea0d2b1009f1ad31b475d3,user_945,Go,ubuntu-latest,On-Prem,481,578,1551,test,Configuration Error,ERR_CFG_MISSING_KEY,"##[group]Run go test ./... -race
Traceback (most recent call last):
  File ""/home/azurepipelines/work/payments/settings.py"", line 12, in <module>
    region = os.environ['BUILD_ENV']
KeyError: 'BUILD_ENV'",LOW,55.42,27140,0,False,False,False,KeyError: 'BUILD_ENV',
pipe_8038,run_28306,2025-08-31T01:58:16.927259,GitLab CI,repo_334,main,ee3dd84084e065910faf606a31de2bfe30f3364d,user_687,Java,macos-latest,On-Prem,3447,114,1200,build,Security Scan Failure,ERR_SEC_CVE,"##[group]Run mvn -B package -DskipTests
gitleaks: leak found in commit ee3dd84084e0
Rule: generic-api-key   File: config/search.env
Match: DOCKER_REGISTRY_PASSWORD=dckr_pat_Xy7Zw2Vu9Ts4Rq1Po6Nm3Lk
Pipeline blocked: rotate the credential.",LOW,69.82,28147,2,False,False,False,Rule: generic-api-key,dckr_pat_Xy7Zw2Vu9Ts4Rq1Po6Nm3Lk
pipe_6962,run_28307,2025-08-31T05:54:16.927259,Azure DevOps,repo_339,main,34de245f1244af0aec6faa46e45dd40972b8f305,user_442,Rust,macos-latest,Azure,1107,2137,1715,build,Resource Exhaustion,ERR_RES_CPU,"##[group]Run cargo build --release
No space left on device
failed to write /home/buildbot/work/payments/target: disk usage 100% of 100GB",MEDIUM,96.38,31382,2,False,False,False,No space left on device,
